,year,state,state_po,margin,num_ballots,procedural_cost
287,2020,NORTH CAROLINA,NC,0.01348120710932265,520,364.0
288,2020,NORTH DAKOTA,ND,0.33357286377995626,21,14.7
289,2020,OHIO,OH,0.08031961760169612,88,61.6
290,2020,OKLAHOMA,OK,0.3308709751207632,22,15.4
291,2020,OREGON,OR,0.1608607260770553,44,30.8
292,2020,PENNSYLVANIA,PA,0.01164883635275664,601,420.7
293,2020,RHODE ISLAND,RI,0.20805818294357725,34,23.8
294,2020,SOUTH CAROLINA,SC,0.11676642419382553,60,42.0
295,2020,SOUTH DAKOTA,SD,0.26164137536114945,27,18.9
296,2020,TENNESSEE,TN,0.23208859895260117,31,21.7
297,2020,TEXAS,TX,0.05578593689682137,126,88.2
298,2020,UTAH,UT,0.20483790446613528,35,24.5
299,2020,VERMONT,VT,0.3507472342627936,20,14.0
300,2020,VIRGINIA,VA,0.10114013510520288,70,49.0
301,2020,WASHINGTON,WA,0.19203323391959792,37,25.9
302,2020,WEST VIRGINIA,WV,0.38935030680096444,18,12.6
303,2020,WISCONSIN,WI,0.006270995418189162,1117,781.9
304,2020,WYOMING,WY,0.4311192339041231,17,11.9
305,2024,CALIFORNIA,CA,0.204,35,24.5
306,2024,COLORADO,CO,0.11,64,44.8
307,2024,DISTRICT OF COLUMBIA,DC,0.8590000000000001,9,6.3
308,2024,DELAWARE,DE,0.14700000000000002,48,33.6
309,2024,HAWAII,HI,0.231,31,21.7
310,2024,ILLINOIS,IL,0.11,64,44.8
311,2024,MARYLAND,MD,0.2809999999999999,25,17.5
312,2024,MINNESOTA,MN,0.04200000000000003,167,116.9
313,2024,NEW JERSEY,NJ,0.05899999999999998,119,83.3
314,2024,NEW YORK,NY,0.11799999999999997,60,42.0
315,2024,OREGON,OR,0.14400000000000004,49,34.3
316,2024,WASHINGTON,WA,0.184,39,27.3
317,2024,CONNECTICUT,CT,0.145,49,34.3
318,2024,MASSACHUSETTS,MA,0.24799999999999997,29,20.3
319,2024,MAINE,ME,0.06700000000000003,105,73.5
320,2024,RHODE ISLAND,RI,0.13799999999999998,51,35.7
321,2024,VERMONT,VT,0.31800000000000006,23,16.1
322,2024,ARIZONA,AZ,0.055,128,89.6
323,2024,FLORIDA,FL,0.131,54,37.8
324,2024,GEORGIA,GA,0.02200000000000003,319,223.3
325,2024,MICHIGAN,MI,0.014000000000000058,500,350.0
326,2024,NORTH CAROLINA,NC,0.03200000000000003,219,153.3
327,2024,NEW MEXICO,NM,0.06,117,81.9
328,2024,NEVADA,NV,0.031000000000000014,226,158.2
329,2024,PENNSYLVANIA,PA,0.016999999999999956,412,288.4
330,2024,VIRGINIA,VA,0.051999999999999956,135,94.5
331,2024,WISCONSIN,WI,0.008000000000000042,875,612.5
332,2024,NEW HAMPSHIRE,NH,0.027999999999999973,251,175.7
333,2024,ALASKA,AK,0.131,54,37.8
334,2024,ALABAMA,AL,0.30599999999999994,23,16.1
335,2024,ARKANSAS,AR,0.306,23,16.1
336,2024,IOWA,IA,0.13299999999999998,53,37.1
337,2024,IDAHO,ID,0.36500000000000005,20,14.0
338,2024,INDIANA,IN,0.18899999999999997,38,26.6
339,2024,KANSAS,KS,0.16200000000000003,44,30.8
340,2024,KENTUCKY,KY,0.30699999999999994,23,16.1
341,2024,LOUISIANA,LA,0.22,32,22.4
342,2024,MISSOURI,MO,0.184,39,27.3
343,2024,MISSISSIPPI,MS,0.24300000000000005,29,20.3
344,2024,MONTANA,MT,0.19899999999999998,36,25.2
345,2024,NORTH DAKOTA,ND,0.36700000000000005,20,14.0
346,2024,NEBRASKA,NE,0.21100000000000002,34,23.8
347,2024,OHIO,OH,0.11300000000000004,62,43.4
348,2024,OKLAHOMA,OK,0.343,21,14.7
349,2024,SOUTH CAROLINA,SC,0.17800000000000005,40,28.0
350,2024,SOUTH DAKOTA,SD,0.292,24,16.8
351,2024,TENNESSEE,TN,0.29700000000000004,24,16.8
352,2024,TEXAS,TX,0.13899999999999998,51,35.7
353,2024,UTAH,UT,0.21600000000000003,33,23.1
354,2024,WEST VIRGINIA,WV,0.419,17,11.9
355,2024,WYOMING,WY,0.46199999999999997,16,11.2
